"","시장구분","종목코드","종목명","산업분류","현재가(종가)","전일대비","시가총액(원)"
"1924","코스닥","054410","케이피티유","금속",4745,-35,24009700000
"1925","코스닥","053660","현진소재","금속",2510,10,60129273860
"1926","코스닥","060380","동양에스텍","금속",3010,-20,3.01e+10
"1927","코스닥","048470","대동스틸","금속",7220,70,7.22e+10
"1928","코스닥","053260","금강철강","금속",3830,60,71697600000
"1929","코스닥","054540","삼영엠텍","금속",3385,-15,4.4005e+10
"1930","코스닥","053620","태양","금속",10050,180,8.643e+10
"1931","코스닥","044490","태웅","금속",10150,50,203074917150
"1932","코스닥","039240","경남스틸","금속",1855,0,4.6375e+10
"1933","코스닥","038010","제일테크노스","금속",4300,100,3.87e+10
"1934","코스닥","037760","쎄니트","금속",1850,0,62590903850
"1935","코스닥","026910","광진실업","금속",3435,50,22002566175
"1936","코스닥","025550","한국선재","금속",2745,5,67313587230
"1937","코스닥","024940","PN풍년","금속",2370,-30,2.37e+10
"1938","코스닥","024880","케이피에프","금속",5080,290,88422251400
"1939","코스닥","023790","동일철강","금속",5040,110,37019228400
"1940","코스닥","023440","제일제강","금속",1940,5,57215242420
"1941","코스닥","023160","태광","금속",10250,-50,2.71625e+11
"1942","코스닥","021045","대호피앤씨우","금속",1450,-20,6151575700
"1943","코스닥","021040","대호피앤씨","금속",990,12,72381697740
"1944","코스닥","020400","대동금속","금속",12250,-300,2.94e+10
"1945","코스닥","019210","와이지-원","금속",9440,20,287980397120
"1946","코스닥","017510","세명전기","금속",5240,275,79889040000
"1947","코스닥","017480","삼현철강","금속",4350,75,68307571500
"1948","코스닥","014620","성광벤드","금속",10750,-100,3.0745e+11
"1949","코스닥","013030","하이록코리아","금속",16750,400,228021636000
"1950","코스닥","012620","원일특강","금속",9090,50,3.9996e+10
"1951","코스닥","009730","코센","금속",2010,0,123043064550
"1952","코스닥","009620","삼보산업","금속",1785,50,36815625000
"1953","코스닥","009520","포스코엠텍","금속",6050,50,251938353150
"1954","코스닥","007530","영신금속","금속",1745,0,22393529160
"1955","코스닥","004780","대륙제관","금속",5190,-50,82537602810
"1956","코스닥","045520","크린앤사이언스","기계·장비",23000,200,1.495e+11
"1957","코스닥","043220","에이치엘비파워","기계·장비",983,-5,60317102158
"1958","코스닥","014940","오리엔탈정공","기계·장비",810,0,36914665410
"1959","코스닥","117730","티로보틱스","기계·장비",13000,300,70192967000
"1960","코스닥","227950","마이크로텍","기계·장비",1570,30,29831456960
"1961","코스닥","290670","대보마그네틱","기계·장비",49300,650,159367180000
"1962","코스닥","089970","에이피티씨","기계·장비",6200,240,144054489000
"1963","코스닥","226440","한송네오텍","기계·장비",1745,100,69103758960
"1964","코스닥","217500","러셀","기계·장비",1965,75,62510580000
"1965","코스닥","033430","디에스티","기계·장비",1310,20,72331010720
"1966","코스닥","064510","에코마이스터","기계·장비",5160,130,65321508120
"1967","코스닥","259630","엠플러스","기계·장비",19300,50,98659477000
"1968","코스닥","060310","3S","기계·장비",2595,-5,116183711085
"1969","코스닥","043290","케이맥","기계·장비",13400,350,95696515400
"1970","코스닥","083500","에프엔에스테크","기계·장비",5840,10,43362362080
"1971","코스닥","222080","씨아이에스","기계·장비",2370,35,127090550850
"1972","코스닥","243840","신흥에스이씨","IT H/W",39750,1900,260429399250
"1973","코스닥","148250","알엔투테크놀로지","IT H/W",14100,250,93566232300
"1974","코스닥","147830","제룡산업","금속",6480,110,6.48e+10
"1975","코스닥","148140","비디아이","기계·장비",10400,300,82375800000
"1976","코스닥","200230","텔콘RF제약","IT H/W",6250,-50,517101600000
"1977","코스닥","200130","콜마비앤에이치","제약",25150,450,743020483700
"1978","코스닥","114810","아이원스","IT H/W",6350,40,85191085650
"1979","코스닥","114570","지스마트글로벌","IT H/W",903,131,85466259060
"1980","코스닥","114630","우노앤컴퍼니","화학",3920,-20,53209942800
"1981","코스닥","114450","KPX생명과학","제약",3660,20,5.49e+10
"1982","코스닥","114190","웰크론강원","금속",2470,0,38769846180
"1983","코스닥","121850","코이즈","IT H/W",2105,-45,22171628200
"1984","코스닥","121800","비덴트","IT H/W",6020,20,167798608460
"1985","코스닥","121890","에스디시스템","IT H/W",4980,490,43638136440
"1986","코스닥","091440","텔레필드","IT H/W",3135,215,28519242345
"1987","코스닥","091340","S&K폴리텍","IT H/W",4900,90,57348232900
"1988","코스닥","091580","상신이디피","IT H/W",10950,0,138682297500
"1989","코스닥","218150","미래생명자원","음식료·담배",3795,5,70858069260
"1990","코스닥","222040","코스맥스엔비티","음식료·담배",11800,-300,243410400000
"1991","코스닥","221980","케이디켐","화학",12500,0,5.0435e+10
"1992","코스닥","222110","팬젠","제약",9800,-140,94489453800
"1993","코스닥","222420","쎄노텍","비금속",2390,20,95978038250
"1994","코스닥","278280","천보","화학",84200,2400,8.42e+11
"1995","코스닥","260930","씨티케이코스메틱스","화학",21400,-100,216614031400
"1996","코스닥","260660","알리코제약","제약",10400,50,99793980000
"1997","코스닥","252500","세화피앤씨","화학",3635,85,75401513825
"1998","코스닥","227610","아우딘퓨쳐스","화학",10600,200,1.06e+11
"1999","코스닥","251370","와이엠티","화학",19350,800,143290620000
"2000","코스닥","251630","브이원텍","기계·장비",10850,150,81649396500
"2001","코스닥","237690","에스티팜","제약",17850,550,333009600000
"2002","코스닥","018680","서울제약","제약",7230,30,61350157770
"2003","코스닥","302430","이노메트리","기계·장비",31400,1350,151508391200
"2004","코스닥","144960","뉴파워프라즈마","기계·장비",21350,1550,176144694950
"2005","코스닥","217820","엔에스","기계·장비",12850,-150,6.2965e+10
"2006","코스닥","160600","에스엔텍","기계·장비",5120,70,61092126720
"2007","코스닥","053590","한국테크놀로지","기계·장비",1425,-65,101438696250
"2008","코스닥","195990","유지인트","기계·장비",557,0,61534160592
"2009","코스닥","196490","디에이테크놀로지","기계·장비",3535,50,185653809530
"2010","코스닥","123840","한일진공","기계·장비",1210,10,68009232170
"2011","코스닥","158310","인터불스","기계·장비",2205,-80,26617970610
"2012","코스닥","141070","맥스로텍","기계·장비",1365,40,33942713805
"2013","코스닥","137400","피엔티","기계·장비",5240,210,92902197480
"2014","코스닥","101000","상상인인더스트리","기계·장비",3130,0,130257657450
"2015","코스닥","056080","유진로봇","기계·장비",3660,80,137294476320
"2016","코스닥","036090","위지트","기계·장비",1060,10,77114271780
"2017","코스닥","018000","유니슨","기계·장비",1235,5,115596748410
"2018","코스닥","126870","뉴로스","기계·장비",6150,400,137906960400
"2019","코스닥","100660","서암기계공업","기계·장비",5030,195,6.3378e+10
"2020","코스닥","136510","쎄미시스코","기계·장비",9380,360,5.0652e+10
"2021","코스닥","007820","에스엠코어","기계·장비",10300,250,206349643800
"2022","코스닥","090360","로보스타","기계·장비",23200,600,2.262e+11
"2023","코스닥","099440","스맥","기계·장비",3425,-85,94666205400
"2024","코스닥","019770","서연탑메탈","기계·장비",2730,0,31804500000
"2025","코스닥","126880","제이엔케이히터","기계·장비",5770,80,113576253020
"2026","코스닥","105740","디케이락","기계·장비",10550,50,87173721600
"2027","코스닥","050860","아세아텍","기계·장비",4730,60,8.2775e+10
"2028","코스닥","104460","동양피엔에프","기계·장비",8380,0,89780177500
"2029","코스닥","109740","디에스케이","기계·장비",11350,-50,231026560050
"2030","코스닥","108230","톱텍","기계·장비",9700,-40,356923663800
"2031","코스닥","103230","에스앤더블류","기계·장비",4205,50,3.0276e+10
"2032","코스닥","101680","한국정밀기계","기계·장비",2410,0,20253640000
"2033","코스닥","010240","흥국","기계·장비",5340,120,65803196640
"2034","코스닥","101170","우림기계","기계·장비",3610,70,4.8735e+10
"2035","코스닥","071670","에이테크솔루션","기계·장비",10100,370,1.01e+11
"2036","코스닥","098460","고영","기계·장비",90700,-100,1241497155700
"2037","코스닥","068330","일신바이오","기계·장비",1895,25,83789585300
"2038","코스닥","086670","비엠티","기계·장비",6650,10,54174417850
"2039","코스닥","095190","이엠코리아","기계·장비",7110,270,258325525440
"2040","코스닥","088130","동아엘텍","기계·장비",8950,100,97675216400
"2041","코스닥","090710","휴림로봇","기계·장비",1080,30,82682172360
"2042","코스닥","086250","화신테크","기계·장비",6480,210,87912527040
"2043","코스닥","054950","제이브이엠","기계·장비",41350,700,261783045800
"2044","코스닥","079370","제우스","기계·장비",12800,100,132915200000
"2045","코스닥","019990","에너토크","기계·장비",4060,30,39609717280
"2046","코스닥","084180","수성","기계·장비",5820,0,70970767800
"2047","코스닥","083650","비에이치아이","기계·장비",2500,45,6.5e+10
"2048","코스닥","083930","아바코","기계·장비",6620,60,105896863100
"2049","코스닥","082270","젬백스","기계·장비",15100,450,540563767500
"2050","코스닥","079950","인베니아","기계·장비",3245,0,7.5284e+10
"2051","코스닥","079810","디이엔티","기계·장비",2280,80,20473328400
"2052","코스닥","080000","에스엔유","기계·장비",2535,30,87008475450
"2053","코스닥","049950","미래컴퍼니","기계·장비",47850,-150,389701501200
"2054","코스닥","073010","케이에스피","기계·장비",1620,5,58631456340
"2055","코스닥","078150","HB테크놀러지","기계·장비",3450,0,272516969700
"2056","코스닥","068790","DMS","기계·장비",5370,-60,123684455190
"2057","코스닥","041440","에버다임","기계·장비",5710,-10,102300040240
"2058","코스닥","065130","탑엔지니어링","기계·장비",10200,0,162957821400
"2059","코스닥","054300","팬스타엔터프라이즈","기계·장비",1030,49,48331803430
"2060","코스닥","056190","에스에프에이","기계·장비",40500,350,1454304780000
"2061","코스닥","051490","나라엠앤디","기계·장비",4380,95,6.2196e+10
"2062","코스닥","048770","TPC","기계·장비",3835,35,49471500000
"2063","코스닥","044780","에이치케이","기계·장비",1745,95,32292598315
"2064","코스닥","044060","조광ILI","기계·장비",5790,120,57237948240
"2065","코스닥","043340","에쎈테크","기계·장비",1265,25,9.108e+10
"2066","코스닥","039610","화성밸브","기계·장비",7980,140,83074992000
"2067","코스닥","036890","진성티이씨","기계·장비",8720,180,196045376960
"2068","코스닥","036560","영풍정밀","기계·장비",9380,-100,1.47735e+11
"2069","코스닥","033540","파라텍","기계·장비",4950,10,84069265500
"2070","코스닥","013810","스페코","기계·장비",3285,50,48143218950
"2071","코스닥","008830","대동기어","기계·장비",3330,-10,29928441600
"2072","코스닥","247540","에코프로비엠","일반전기전자",67000,1900,1364211522000
"2073","코스닥","100590","머큐리","일반전기전자",11850,350,174948660000
"2074","코스닥","077360","덕산하이메탈","일반전기전자",5610,150,127450790610
"2075","코스닥","230240","에치에프알","일반전기전자",24250,1100,290563985000
"2076","코스닥","227100","디자인","일반전기전자",9590,0,25518126900
"2077","코스닥","288620","에스퓨얼셀","일반전기전자",20600,700,118332909600
"2078","코스닥","037030","파워넷","일반전기전자",5130,250,61609319820
"2079","코스닥","105330","케이엔더블유","일반전기전자",4350,35,24626859450
"2080","코스닥","045390","대아티아이","일반전기전자",5840,110,415524888480
"2081","코스닥","263810","상신전자","일반전기전자",5420,10,51475273860
"2082","코스닥","218410","RFHIC","일반전기전자",26400,850,618892612800
"2083","코스닥","263600","덕우전자","일반전기전자",8500,-70,68935561000
"2084","코스닥","203450","유니온커뮤니티","일반전기전자",3140,40,46092081980
"2085","코스닥","189300","인텔리안테크","일반전기전자",29900,-750,216753352400
"2086","코스닥","234920","자이글","일반전기전자",7150,100,96746006500
"2087","코스닥","071460","대유위니아","일반전기전자",3780,55,135956375100
"2088","코스닥","237750","피앤씨테크","일반전기전자",7220,10,46905452000
"2089","코스닥","036010","아비코전자","일반전기전자",4900,60,65135376600
"2090","코스닥","236200","슈프리마","일반전기전자",35950,1300,254535814350
"2091","코스닥","214430","아이쓰리시스템","일반전기전자",20300,800,144267228000
"2092","코스닥","105550","트루윈","일반전기전자",5110,-30,56431865980
"2093","코스닥","082850","우리바이오","일반전기전자",1205,-5,53031584870
"2094","코스닥","189860","서전기전","일반전기전자",4100,15,39764998000
"2095","코스닥","177830","파버나인","일반전기전자",4775,130,51734374600
"2096","코스닥","010170","대한광통신","일반전기전자",4665,70,344004680625
"2097","코스닥","119850","지엔씨에너지","일반전기전자",4340,90,70723893520
"2098","코스닥","044340","위닉스","일반전기전자",23250,750,415557131250
"2099","코스닥","131390","피앤이솔루션","일반전기전자",12950,250,1.84926e+11
"2100","코스닥","111870","삼본전자","일반전기전자",3220,10,165417840000
"2101","코스닥","045890","GV","일반전기전자",2065,30,58413526430
"2102","코스닥","066130","하츠","일반전기전자",7260,100,9.2928e+10
"2103","코스닥","065350","신성델타테크","일반전기전자",3760,200,83052936720
"2104","코스닥","042110","에스씨디","일반전기전자",1595,50,77085654580
"2105","코스닥","037070","파세코","일반전기전자",11300,0,1.582e+11
"2106","코스닥","069510","에스텍","일반전기전자",13100,300,1.42921e+11
"2107","코스닥","065710","서호전기","일반전기전자",21400,100,1.1021e+11
"2108","코스닥","018290","지엠피","일반전기전자",10350,350,281518633800
"2109","코스닥","054220","비츠로시스","일반전기전자",485,0,25363340295
"2110","코스닥","053160","프리엠스","일반전기전자",6310,-70,3.786e+10
"2111","코스닥","048430","유라테크","일반전기전자",6020,40,69350400000
"2112","코스닥","037400","우리조명","일반전기전자",1085,25,27041830410
"2113","코스닥","032820","우리기술","일반전기전자",1170,0,111887294220
"2114","코스닥","032750","삼진","일반전기전자",9230,500,5.538e+10
"2115","코스닥","032540","TJ미디어","일반전기전자",3090,-30,43048671810
"2116","코스닥","025440","대성엘텍","일반전기전자",792,10,78931783656
"2117","코스닥","017250","인터엠","일반전기전자",3050,5,64188674350
"2118","코스닥","225650","쿠첸","일반전기전자",6240,-60,66682368480
"2119","코스닥","305090","마이크로디지탈","의료·정밀기기",35700,-3400,129619560000
"2120","코스닥","253840","수젠텍","의료·정밀기기",8750,-30,113102552500
"2121","코스닥","179290","엠아이텍","의료·정밀기기",5170,130,157289794860
"2122","코스닥","290660","네오펙트","의료·정밀기기",6070,70,72421443150
"2123","코스닥","263690","디알젬","의료·정밀기기",10300,250,116653783000
"2124","코스닥","219750","지티지웰니스","의료·정밀기기",15750,1200,98438555250
"2125","코스닥","258830","세종메디칼","의료·정밀기기",11300,300,76588473300
"2126","코스닥","122310","제노레이","의료·정밀기기",21550,550,94329866800
"2127","코스닥","048870","시너지이노베이션","의료·정밀기기",1955,-25,122132165680
"2128","코스닥","215090","한컴유니맥스","의료·정밀기기",6520,-100,128131607240
"2129","코스닥","226400","오스테오닉","의료·정밀기기",4105,5,34722002930
"2130","코스닥","214150","클래시스","의료·정밀기기",13050,500,808748654850
"2131","코스닥","269620","시스웍","의료·정밀기기",2790,30,5.022e+10
"2132","코스닥","181340","이즈미디어","의료·정밀기기",8910,170,62771841000
"2133","코스닥","08537M","루트로닉3우C","의료·정밀기기",12700,-200,11654853500
"2134","코스닥","147760","마이크로프랜드","의료·정밀기기",4310,50,46633622460
"2135","코스닥","214680","디알텍","의료·정밀기기",2005,-45,92136145950
"2136","코스닥","156100","엘앤케이바이오","의료·정밀기기",7010,0,75558939360
"2137","코스닥","238120","로고스바이오","의료·정밀기기",14650,600,52662706600
"2138","코스닥","208370","셀바스헬스케어","의료·정밀기기",1940,25,27217585020
"2139","코스닥","228850","레이언스","의료·정밀기기",14150,300,234762848100
"2140","코스닥","140860","파크시스템스","의료·정밀기기",40000,200,266402200000
"2141","코스닥","058110","멕아이씨에스","의료·정밀기기",4830,30,25896045000
"2142","코스닥","056090","유앤아이","의료·정밀기기",8210,110,63567090820
"2143","코스닥","149980","하이로닉","의료·정밀기기",6270,140,88406968650
"2144","코스닥","041920","메디아나","의료·정밀기기",7460,180,64532700160
"2145","코스닥","196450","디오스텍","의료·정밀기기",686,7,85102670506
"2146","코스닥","150840","인트로메딕","의료·정밀기기",5540,70,121346930120
"2147","코스닥","046210","파나진","의료·정밀기기",3995,-5,128385956700
"2148","코스닥","104540","코렌텍","의료·정밀기기",5630,0,55946171390
"2149","코스닥","099190","아이센스","의료·정밀기기",24500,750,336562331000
"2150","코스닥","106520","디지탈옵틱","의료·정밀기기",752,-36,50096463024
"2151","코스닥","002230","피에스텍","의료·정밀기기",4275,15,84086013825
"2152","코스닥","126700","하이비젼시스템","의료·정밀기기",8500,30,127007952000
"2153","코스닥","115480","씨유메디칼","의료·정밀기기",2540,-45,40363086660
"2154","코스닥","137940","넥스트아이","의료·정밀기기",2380,70,183536491740
"2155","코스닥","078650","코렌","의료·정밀기기",2245,0,82098897925
"2156","코스닥","119610","인터로조","의료·정밀기기",27150,-100,308003718000
"2157","코스닥","100120","뷰웍스","의료·정밀기기",33350,350,333562197750
"2158","코스닥","039860","나노엔텍","의료·정밀기기",4805,15,126336855950
"2159","코스닥","039840","디오","의료·정밀기기",38700,850,600763397400
"2160","코스닥","057540","옴니시스템","의료·정밀기기",2265,0,92137968975
"2161","코스닥","048260","오스템임플란트","의료·정밀기기",73800,-1800,1054285914600
"2162","코스닥","043150","바텍","의료·정밀기기",26300,50,390666932800
"2163","코스닥","085370","루트로닉","의료·정밀기기",9070,170,229926785640
"2164","코스닥","006140","피제이전자","의료·정밀기기",4710,10,7.065e+10
"2165","코스닥","065510","휴비츠","의료·정밀기기",10700,100,127146719700
"2166","코스닥","065450","빅텍","의료·정밀기기",3130,10,7.6685e+10
"2167","코스닥","053450","세코닉스","의료·정밀기기",7180,250,84747557580
"2168","코스닥","049430","코메론","의료·정밀기기",7800,-50,70574400000
"2169","코스닥","043100","솔고바이오","의료·정밀기기",251,-4,40593172035
"2170","코스닥","041830","인바디","의료·정밀기기",27600,1100,377672383200
"2171","코스닥","033110","코너스톤네트웍스","의료·정밀기기",1755,-45,180566118135
"2172","코스닥","088390","이녹스","운송장비·부품",6860,-10,64146789840
"2173","코스닥","072470","우리산업홀딩스","운송장비·부품",4740,-55,89525996340
"2174","코스닥","290120","대유에이피","운송장비·부품",6900,340,75099600000
"2175","코스닥","128540","에코캡","운송장비·부품",3715,85,54085942000
"2176","코스닥","067170","오텍","운송장비·부품",13650,800,210095408250
"2177","코스닥","265560","영화테크","운송장비·부품",9940,240,53130194600
"2178","코스닥","234100","세원","운송장비·부품",2640,30,59091080400
"2179","코스닥","263540","샘코","운송장비·부품",21000,500,166670301000
"2180","코스닥","118990","모트렉스","운송장비·부품",3700,50,100827016500
"2181","코스닥","241690","유니테크노","운송장비·부품",13000,-50,155057760000
"2182","코스닥","085910","네오티스","운송장비·부품",4155,-15,45761832090
"2183","코스닥","040610","SG&G","운송장비·부품",2040,30,69537879840
"2184","코스닥","013310","아진산업","운송장비·부품",2605,10,79025816630
"2185","코스닥","221840","하이즈항공","운송장비·부품",5560,70,98390688520
"2186","코스닥","212560","네오오토","운송장비·부품",5900,220,46462281700
"2187","코스닥","215360","우리산업","운송장비·부품",26300,100,240175886900
"2188","코스닥","028300","에이치엘비","운송장비·부품",72500,-700,2844550695000
"2189","코스닥","067390","아스트","운송장비·부품",10750,50,171974006500
"2190","코스닥","071850","캐스텍코리아","운송장비·부품",3365,-5,55755317620
"2191","코스닥","170030","현대공업","운송장비·부품",3340,20,51235600000
"2192","코스닥","067570","엔브이에이치코리아","운송장비·부품",2885,0,82863610470
"2193","코스닥","113810","디젠스","운송장비·부품",609,9,19870483059
"2194","코스닥","122690","서진오토모티브","운송장비·부품",2745,-290,53640720270
"2195","코스닥","122350","삼기오토모티브","운송장비·부품",2805,40,86470453080
"2196","코스닥","123410","코리아에프티","운송장비·부품",2855,60,79486237720
"2197","코스닥","123750","알톤스포츠","운송장비·부품",2525,-25,32184399925
"2198","코스닥","126640","화신정공","운송장비·부품",1110,15,40375014570
"2199","코스닥","134780","화진","운송장비·부품",3060,0,73560710880
"2200","코스닥","108380","대양전기공업","운송장비·부품",13500,-300,129158995500
"2201","코스닥","104040","대성파인텍","운송장비·부품",1615,5,50551568815
"2202","코스닥","054180","중앙오션","운송장비·부품",2845,20,76726028315
"2203","코스닥","053700","삼보모터스","운송장비·부품",6330,140,100976508150
"2204","코스닥","130740","티피씨글로벌","운송장비·부품",2775,15,28336635000
"2205","코스닥","101930","인화정공","운송장비·부품",5180,-10,48338231900
"2206","코스닥","123040","엠에스오토텍","운송장비·부품",3715,145,115680300220
"2207","코스닥","088290","이원컴포텍","운송장비·부품",1395,15,19875773070
"2208","코스닥","099410","동방선기","운송장비·부품",2385,20,32295289770
"2209","코스닥","102210","해덕파워웨이","운송장비·부품",1100,0,81066045500
"2210","코스닥","064820","케이프","운송장비·부품",2120,40,54120574760
"2211","코스닥","092460","한라IMS","운송장비·부품",7660,290,89966531480
"2212","코스닥","033600","럭슬","운송장비·부품",933,0,16631874456
"2213","코스닥","080470","성창오토텍","운송장비·부품",9470,110,6.9131e+10
"2214","코스닥","090150","광진윈텍","운송장비·부품",4190,-50,40468666670
"2215","코스닥","078590","두올산업","운송장비·부품",1065,20,56219951655
"2216","코스닥","073070","에스모","운송장비·부품",5870,50,514603934030
"2217","코스닥","066590","우수AMS","운송장비·부품",4580,20,113099907740
"2218","코스닥","065500","오리엔트정공","운송장비·부품",510,12,59779426620
"2219","코스닥","053270","구영테크","운송장비·부품",1645,30,43418416230
"2220","코스닥","053060","세동","운송장비·부품",759,1,16250949000
"2221","코스닥","046070","코다코","운송장비·부품",2195,0,85746041920
"2222","코스닥","043370","평화정공","운송장비·부품",8390,20,1.7619e+11
"2223","코스닥","038110","에코플라스틱","운송장비·부품",1525,-15,39145789250
"2224","코스닥","031510","오스템","운송장비·부품",2945,30,7.657e+10
"2225","코스닥","024910","경창산업","운송장비·부품",1200,5,42982806000
"2226","코스닥","024830","세원물산","운송장비·부품",6890,-40,57531500000
"2227","코스닥","024740","한일단조","운송장비·부품",1565,25,46779928320
"2228","코스닥","024120","KB오토시스","운송장비·부품",5490,20,6.3135e+10
"2229","코스닥","019540","일지테크","운송장비·부품",2700,5,36486450000
"2230","코스닥","015750","성우하이텍","운송장비·부품",4135,70,3.308e+11
"2231","코스닥","014200","광림","운송장비·부품",2620,50,130015375180
"2232","코스닥","013720","청보산업","운송장비·부품",2655,10,21714637005
"2233","코스닥","012860","서연전자","운송장비·부품",1515,15,4.0905e+10
"2234","코스닥","011320","유니크","운송장비·부품",7690,260,148576144550
"2235","코스닥","005710","대원산업","운송장비·부품",6610,-20,132448536000
"2236","코스닥","285490","노바텍","기타 제조",26000,-950,120296800000
"2237","코스닥","054630","에이디칩스","기타 제조",2115,-5,57110067540
"2238","코스닥","027040","서울전자통신","기타 제조",1390,0,96728497330
"2239","코스닥","263920","블러썸엠앤씨","기타 제조",27250,2300,257564166000
"2240","코스닥","026040","제이에스티나","기타 제조",5450,50,89945655500
"2241","코스닥","073190","듀오백","기타 제조",2345,90,28065053800
"2242","코스닥","003800","에이스침대","기타 제조",30600,-250,3.39354e+11
"2243","코스닥","225190","삼양옵틱스","의료·정밀기기",14700,-200,147567420000
