"","시장구분","종목코드","종목명","산업분류","현재가(종가)","전일대비","시가총액(원)"
"1","코스피","030720","동원수산","어업",8940,-20,41605016700
"2","코스피","007160","사조산업","어업",54400,800,2.72e+11
"3","코스피","006040","동원산업","어업",246500,500,829028800000
"4","코스피","004970","신라교역","어업",14350,350,2.296e+11
"5","코스피","012320","경동인베스트","광업",40300,1350,95310426900
"6","코스피","003580","넥스트사이언스","광업",5200,260,122099322800
"7","코스피","006090","사조오양","음식료품",8220,30,77454914580
"8","코스피","248170","샘표식품","음식료품",30100,900,137505408600
"9","코스피","001799","대한제당3우B","음식료품",24100,-150,3124709600
"10","코스피","027740","마니커","음식료품",1245,5,197298379530
"11","코스피","036580","팜스코","음식료품",6770,0,248648174110
"12","코스피","007310","오뚜기","음식료품",694000,-10000,2502034478000
"13","코스피","006980","우성사료","음식료품",4030,10,1.24527e+11
"14","코스피","002270","롯데푸드","음식료품",548000,4000,620264760000
"15","코스피","002140","고려산업","음식료품",2310,45,57610071750
"16","코스피","001795","대한제당우","음식료품",12900,150,8362760400
"17","코스피","001790","대한제당","음식료품",20100,100,177684040200
"18","코스피","016450","한세예스24홀딩스","섬유의복",8660,-30,3.464e+11
"19","코스피","020000","한섬","섬유의복",40250,0,991357500000
"20","코스피","016090","대현","섬유의복",2420,10,107163190200
"21","코스피","003610","방림","섬유의복",2280,25,96476125200
"22","코스피","002070","남영비비안","섬유의복",6480,-50,44504283600
"23","코스피","001465","BYC우","섬유의복",140500,-3500,30261592500
"24","코스피","001460","BYC","섬유의복",235500,0,147096832500
"25","코스피","213500","한솔제지","종이목재",14050,0,334398092800
"26","코스피","027970","세하","종이목재",1375,-20,40649120875
"27","코스피","016590","신대양제지","종이목재",80000,-200,322382560000
"28","코스피","009580","무림P&P","종이목재",5260,-20,328057384240
"29","코스피","009460","한창제지","종이목재",3485,65,207941188710
"30","코스피","002310","아세아제지","종이목재",37650,50,337212300300
"31","코스피","002300","한국제지","종이목재",18400,200,92091061600
"32","코스피","002200","수출포장","종이목재",20750,-50,8.3e+10
"33","코스피","192820","코스맥스","화학",113000,2500,1135594517000
"34","코스피","079980","휴비스","화학",7230,40,2.49435e+11
"35","코스피","090435","아모레퍼시픽우","화학",95200,-1300,1005105416000
"36","코스피","090430","아모레퍼시픽","화학",180000,500,10522528200000
"37","코스피","069260","휴켐스","화학",21150,-50,864582136200
"38","코스피","035150","백산","화학",9930,-270,2.40306e+11
"39","코스피","025860","남해화학","화학",10150,260,504240256450
"40","코스피","015890","태경산업","화학",6440,400,188233150000
"41","코스피","012610","경인양행","화학",6660,-30,269039790900
"42","코스피","010955","S-Oil우","화학",59300,-100,238500271100
"43","코스피","010950","S-Oil","화학",81700,0,9198014106400
"44","코스피","006060","화승인더","화학",10300,250,5.69796e+11
"45","코스피","005950","이수화학","화학",9460,0,144529880000
"46","코스피","004910","조광페인트","화학",6310,-40,8.0768e+10
"47","코스피","004255","NPC우","화학",2315,35,12223200000
"48","코스피","004250","NPC","화학",3715,5,136414800000
"49","코스피","002100","경농","화학",16500,150,357913875000
"50","코스피","011000","진원생명과학","의약품",4780,35,101290570880
"51","코스피","234080","JW생명과학","의약품",25550,-100,404572854700
"52","코스피","170900","동아에스티","의약품",99500,600,840164866000
"53","코스피","016580","환인제약","의약품",18250,0,339451277500
"54","코스피","009420","한올바이오파마","의약품",27500,700,1436617545000
"55","코스피","007575","일양약품우","의약품",19250,0,8567790000
"56","코스피","007570","일양약품","의약품",25550,350,487638715200
"57","코스피","004310","현대약품","의약품",4635,20,1.4832e+11
"58","코스피","002210","동성제약","의약품",18000,50,455105880000
"59","코스피","001360","삼성제약","의약품",2580,5,151216707660
"60","코스피","017810","풀무원","음식료품",11300,200,430427735000
"61","코스피","280360","롯데제과","음식료품",159500,-500,1023466361500
"62","코스피","271560","오리온","음식료품",83300,1400,3293359795600
"63","코스피","271980","제일약품","의약품",36050,250,530110635600
"64","코스피","26490K","크라운제과우","음식료품",7930,80,6134330800
"65","코스피","264900","크라운제과","음식료품",9750,20,122107537500
"66","코스피","101530","해태제과식품","음식료품",9500,270,276609809000
"67","코스피","014710","사조씨푸드","음식료품",6220,50,107099337460
"68","코스피","014680","한솔케미칼","화학",80400,-1100,908133678000
"69","코스피","014530","극동유화","화학",3465,15,120822540300
"70","코스피","014440","영보화학","화학",3990,-10,7.98e+10
"71","코스피","145995","삼양사우","음식료품",37300,400,13803611000
"72","코스피","145990","삼양사","음식료품",53000,300,545359559000
"73","코스피","144620","코오롱머티리얼","화학",1965,30,134914217775
"74","코스피","000087","하이트진로2우B","음식료품",16650,100,18816797700
"75","코스피","000080","하이트진로","음식료품",21400,0,1500859275400
"76","코스피","136490","선진","음식료품",12250,-100,291300149000
"77","코스피","033920","무학","음식료품",10900,0,3.1065e+11
"78","코스피","011155","CJ씨푸드1우","음식료품",37300,350,7.46e+09
"79","코스피","011150","CJ씨푸드","음식료품",2835,-5,101863741455
"80","코스피","011280","태림포장","종이목재",8370,-230,592645717800
"81","코스피","011170","롯데케미칼","화학",256000,-10500,8774507264000
"82","코스피","097955","CJ제일제당 우","음식료품",124500,-1500,165265408500
"83","코스피","097950","CJ제일제당","음식료품",280000,-2000,4215172080000
"84","코스피","002600","조흥","음식료품",173000,1000,1.038e+11
"85","코스피","002760","보락","화학",2430,5,1.45557e+11
"86","코스피","002630","오리엔트바이오","의약품",544,3,124323096576
"87","코스피","002720","국제약품","의약품",4585,30,84366384200
"88","코스피","049770","동원F&B","음식료품",281000,4000,1084413844000
"89","코스피","023150","MH에탄올","음식료품",6600,-200,48698271600
"90","코스피","023450","동남합성","화학",23650,50,85655286200
"91","코스피","008040","사조동아원","음식료품",1315,10,185605149000
"92","코스피","007980","태평양물산","섬유의복",3090,70,154227282780
"93","코스피","005610","SPC삼립","음식료품",98400,-400,849094485600
"94","코스피","005420","코스모화학","화학",13250,550,213468431250
"95","코스피","005690","파미셀","의약품",8920,-70,534833834000
"96","코스피","005500","삼진제약","의약품",31900,250,4.4341e+11
"97","코스피","005305","롯데칠성우","음식료품",76400,2100,59233684000
"98","코스피","005300","롯데칠성","음식료품",166500,4000,1330911090000
"99","코스피","005180","빙그레","음식료품",71600,-800,705348855600
"100","코스피","005190","동성화학","화학",17050,400,90971366200
"101","코스피","005070","코스모신소재","화학",15000,600,296219475000
"102","코스피","004415","서울식품우","음식료품",4230,10,9409635000
"103","코스피","004410","서울식품","음식료품",190,3,64107900000
"104","코스피","004370","농심","음식료품",242500,-1500,1475040685000
"105","코스피","004430","송원산업","화학",21850,-50,5.244e+11
"106","코스피","003960","사조대림","음식료품",21550,200,128450391250
"107","코스피","003925","남양유업우","음식료품",210000,0,34999020000
"108","코스피","003920","남양유업","음식료품",563000,-2000,4.0536e+11
"109","코스피","004000","롯데정밀화학","화학",47550,-850,1.22679e+12
"110","코스피","003850","보령제약","의약품",11900,50,5.2598e+11
"111","코스피","003680","한성기업","음식료품",6440,-90,38541030080
"112","코스피","003830","대한화섬","화학",106000,-500,1.40768e+11
"113","코스피","003780","진양산업","화학",3525,45,4.5825e+10
"114","코스피","003720","삼영화학","화학",1020,10,3.468e+10
"115","코스피","003650","미창석유","화학",78000,-600,135694416000
"116","코스피","003230","삼양식품","음식료품",71100,100,535597366500
"117","코스피","003350","한국화장품제조","화학",30200,650,136866400000
"118","코스피","003240","태광산업","화학",1299000,7000,1446306600000
"119","코스피","003220","대원제약","의약품",16050,100,315585965850
"120","코스피","001685","대상우","음식료품",13300,0,18223965900
"121","코스피","001680","대상","음식료품",25050,-200,867933026250
"122","코스피","001630","종근당홀딩스","의약품",129000,4000,646272069000
"123","코스피","001130","대한제분","음식료품",204000,-2500,3.4476e+11
"124","코스피","001070","대한방직","섬유의복",20450,-100,1.08385e+11
"125","코스피","000890","보해양조","음식료품",1260,15,143845592940
"126","코스피","000950","전방","섬유의복",16750,100,2.814e+10
"127","코스피","00088K","한화3우B","화학",13600,-50,305619200000
"128","코스피","000885","한화우","화학",34500,1050,16535643000
"129","코스피","000880","한화","화학",25800,-250,1933935363000
"130","코스피","000860","강남제비스코","화학",25150,100,1.63475e+11
"131","코스피","079660","사조해표","음식료품",8380,0,60000800000
"132","코스피","111110","호전실업","섬유의복",13450,50,1.076e+11
"133","코스피","093240","형지엘리트","섬유의복",1910,40,59505664180
"134","코스피","093050","LF","섬유의복",21900,200,6.40356e+11
"135","코스피","093370","후성","화학",7420,10,687142596980
"136","코스피","105630","한세실업","섬유의복",22900,-100,9.16e+11
"137","코스피","102280","쌍방울","섬유의복",1020,24,131706697260
"138","코스피","102460","이연제약","의약품",16500,150,2.76705e+11
"139","코스피","090370","메타랩스","섬유의복",2030,15,102385236310
"140","코스피","090355","노루페인트우","화학",12550,-100,5812231300
"141","코스피","090350","노루페인트","화학",7770,50,1.554e+11
"142","코스피","084870","TBH글로벌","섬유의복",2385,20,49743513315
"143","코스피","007700","F&F","섬유의복",77700,2100,1.19658e+12
"144","코스피","007690","국도화학","화학",46600,0,270774705600
"145","코스피","007590","동방아그로","화학",7130,10,97093324010
"146","코스피","014990","인디에프","섬유의복",2580,55,152047127100
"147","코스피","014825","동원시스템즈우","화학",30550,950,8106686900
"148","코스피","014820","동원시스템즈","화학",39450,2000,1010650258950
"149","코스피","014830","유니드","화학",49850,250,443158673550
"150","코스피","011300","성안","섬유의복",573,2,32579553780
"151","코스피","011500","한농화성","화학",4205,45,65753761610
"152","코스피","009275","신원우","섬유의복",55000,1600,4990700000
"153","코스피","009270","신원","섬유의복",2080,70,168039356160
"154","코스피","009200","무림페이퍼","종이목재",3135,-5,130445186850
"155","코스피","009290","광동제약","의약품",7090,70,371663833590
"156","코스피","008500","일정실업","섬유의복",19750,-350,2.37e+10
"157","코스피","008250","이건산업","종이목재",9220,110,100983294700
"158","코스피","008490","서흥","화학",34950,1150,404340499350
"159","코스피","005820","원림","섬유의복",18400,50,4.048e+10
"160","코스피","005800","신영와코루","섬유의복",119000,2000,1.071e+11
"161","코스피","005725","넥센우","화학",3790,-55,13646274000
"162","코스피","005720","넥센","화학",6400,130,342681452800
"163","코스피","003200","일신방직","섬유의복",96100,-500,2.3064e+11
"164","코스피","003080","성보화학","화학",5010,20,100300200000
"165","코스피","003120","일성신약","의약품",89500,200,2.3807e+11
"166","코스피","003060","에이프로젠제약","의약품",1420,20,153334715480
"167","코스피","109070","컨버즈","종이목재",3260,0,42016575200
"168","코스피","108675","LG하우시스우","화학",29700,-50,30660201000
"169","코스피","108670","LG하우시스","화학",56300,-200,504879821000
"170","코스피","009770","삼정펄프","종이목재",34750,-50,86873992250
"171","코스피","009835","한화케미칼우","화학",13500,-50,15170449500
"172","코스피","009830","한화케미칼","화학",21350,-400,3447582841500
"173","코스피","025750","한솔홈데코","종이목재",1360,25,109568602640
"174","코스피","025620","제이준코스메틱","화학",6460,140,171346228640
"175","코스피","025000","KPX케미칼","화학",57300,900,2.77332e+11
"176","코스피","014160","대영포장","종이목재",1280,0,138745022720
"177","코스피","012690","모나리자","종이목재",3520,-5,128730817600
"178","코스피","006740","영풍제지","종이목재",3460,-20,7.6812e+10
"179","코스피","006890","태경화학","화학",6240,290,7.2384e+10
"180","코스피","004545","깨끗한나라우","종이목재",16300,0,5968408000
"181","코스피","004540","깨끗한나라","종이목재",2500,0,93101732500
"182","코스피","002870","신풍제지","종이목재",1300,5,45446310000
"183","코스피","002820","선창산업","종이목재",4995,75,62976905055
"184","코스피","002795","아모레G우","화학",26600,400,171404282000
"185","코스피","002790","아모레G","화학",64000,700,5277323520000
"186","코스피","002840","미원상사","화학",42600,250,214483459800
"187","코스피","001020","페이퍼코리아","종이목재",858,4,77153519586
"188","코스피","267250","현대중공업지주","화학",309500,500,5040707961500
"189","코스피","100250","진양홀딩스","화학",2545,0,142253518140
"190","코스피","096775","SK이노베이션우","화학",121000,0,151059546000
"191","코스피","096770","SK이노베이션","화학",160500,-1000,14840723022000
"192","코스피","092230","KPX홀딩스","화학",58000,-300,245029468000
"193","코스피","298050","효성첨단소재","화학",111500,0,499514202000
"194","코스피","298020","효성티앤씨","화학",140500,-2000,608039321000
"195","코스피","298000","효성화학","화학",150000,1500,478518900000
"196","코스피","226320","잇츠한불","화학",24800,100,543847012000
"197","코스피","018250","애경산업","화학",44200,700,1164516847000
"198","코스피","28513K","SK케미칼우","화학",24000,550,35008080000
"199","코스피","285130","SK케미칼","화학",58300,900,684523386800
"200","코스피","282690","동아타이어","화학",13450,50,184709051750
"201","코스피","272550","삼양패키징","화학",17300,50,245829609200
"202","코스피","055490","테이팩스","화학",22200,500,104731830000
"203","코스피","268280","미원에스씨","화학",73000,-100,381153148000
"204","코스피","214420","토니모리","화학",10600,500,1.86984e+11
"205","코스피","214390","경보제약","의약품",9600,0,229505856000
"206","코스피","163560","동일고무벨트","화학",6630,50,88510500000
"207","코스피","161890","한국콜마","화학",63500,1000,1419015323000
"208","코스피","161390","한국타이어앤테크놀로지","화학",35750,50,4428533716750
"209","코스피","161000","애경유화","화학",7970,-60,255358800000
"210","코스피","078520","에이블씨엔씨","화학",11800,400,318994816200
"211","코스피","138490","코오롱플라스틱","화학",5100,30,1.938e+11
"212","코스피","134380","미원화학","화학",41400,-300,90662025600
"213","코스피","120115","코오롱인더우","화학",20500,150,56741130000
"214","코스피","120110","코오롱인더","화학",41850,250,1129064454000
"215","코스피","115390","락앤락","화학",15300,0,829054980000
"216","코스피","089470","HDC현대EP","화학",5170,-120,1.64923e+11
"217","코스피","083420","그린케미칼","화학",3710,5,7.42e+10
"218","코스피","073240","금호타이어","화학",3840,75,1103079502080
"219","코스피","081000","일진다이아","화학",29750,400,335519756250
"220","코스피","051915","LG화학우","화학",188500,-2500,1449338800000
"221","코스피","051910","LG화학","화학",330500,-1000,23330769361500
"222","코스피","051905","LG생활건강우","화학",775000,-11000,1627265175000
"223","코스피","051900","LG생활건강","화학",1295000,11000,20225565115000
"224","코스피","051630","진양화학","화학",4900,-70,5.88e+10
"225","코스피","024890","대원화성","화학",1890,105,77960897280
"226","코스피","024070","WISCOM","화학",2590,-25,39695474420
"227","코스피","011790","SKC","화학",31300,500,1174831571500
"228","코스피","011785","금호석유우","화학",36100,-300,109147844600
"229","코스피","011780","금호석유","화학",93900,-2500,2860916184900
"230","코스피","010640","진양폴리","화학",2325,0,2.325e+10
"231","코스피","010060","OCI","화학",93000,-900,2217991503000
"232","코스피","008730","율촌화학","화학",13450,0,3.3356e+11
"233","코스피","006650","대한유화","화학",135000,-4000,8.775e+11
"234","코스피","006380","카프로","화학",4020,-45,1.608e+11
"235","코스피","004835","덕성우","화학",3890,10,5414880000
"236","코스피","004830","덕성","화학",2940,40,46099200000
"237","코스피","004720","우리들제약","의약품",6950,140,80413751800
"238","코스피","002960","한국쉘석유","화학",325500,3000,4.2315e+11
"239","코스피","003000","부광약품","의약품",19500,600,1238861656500
"240","코스피","002380","KCC","화학",261000,-2000,2755249893000
"241","코스피","002360","SH에너지화학","화학",1205,15,133916144650
"242","코스피","002355","넥센타이어1우B","화학",4170,15,2.7105e+10
"243","코스피","002350","넥센타이어","화학",9850,10,962028588450
"244","코스피","002390","한독","의약품",26450,50,364045447850
"245","코스피","001570","금양","화학",2265,-5,99769025775
"246","코스피","001550","조비","화학",26350,-300,136815497650
"247","코스피","001390","KG케미칼","화학",13200,450,164412943200
"248","코스피","001340","백광산업","화학",3100,190,139247061700
"249","코스피","000390","삼화페인트","화학",5460,-10,144355580460
"250","코스피","293480","하나제약","의약품",24250,300,3.9285e+11
"251","코스피","068270","셀트리온","의약품",196500,500,25216662255000
"252","코스피","207940","삼성바이오로직스","의약품",305500,-6500,20213407500000
"253","코스피","249420","일동제약","의약품",19600,50,444340859200
"254","코스피","185750","종근당","의약품",93000,1500,964436970000
"255","코스피","128940","한미약품","의약품",407500,-3000,4731964980000
"256","코스피","017180","명문제약","의약품",5210,50,127853400000
"257","코스피","033270","유나이티드제약","의약품",23800,150,385734263600
"258","코스피","069620","대웅제약","의약품",157000,4500,1819092275000
"259","코스피","063160","종근당바이오","의약품",25550,950,133613443950
"260","코스피","019175","신풍제약우","의약품",6400,80,1.408e+10
"261","코스피","019170","신풍제약","의약품",7040,90,373014329600
"262","코스피","006280","녹십자","의약품",120000,500,1402384560000
"263","코스피","003520","영진약품","의약품",5500,40,1005910020500
"264","코스피","001067","JW중외제약2우B","의약품",46200,1000,4055898000
"265","코스피","001065","JW중외제약우","의약품",27250,-150,4560968750
"266","코스피","001060","JW중외제약","의약품",31850,350,647129000700
"267","코스피","000105","유한양행우","의약품",212500,1500,50189950000
"268","코스피","000100","유한양행","의약품",247500,500,3162335962500
"269","코스피","000020","동화약품","의약품",9220,-270,257528153400
"270","코스피","003670","포스코케미칼","비금속광물",57400,600,3500723828000
"271","코스피","003300","한일홀딩스","비금속광물",52400,200,314104254400
"272","코스피","004440","대림씨엔에스","비금속광물",9600,110,122226691200
"273","코스피","047400","유니온머티리얼","비금속광물",2765,80,1.1613e+11
"274","코스피","001529","동양3우B","비금속광물",30750,450,2758951500
"275","코스피","001560","제일연마","비금속광물",6570,10,6.57e+10
"276","코스피","001527","동양2우B","비금속광물",10250,-50,3162832250
"277","코스피","001525","동양우","비금속광물",8420,-50,5201295020
"278","코스피","001520","동양","비금속광물",1735,45,414116849305
"279","코스피","014580","백광소재","비금속광물",5400,1245,148948740000
"280","코스피","011390","부산산업","비금속광물",121000,1500,1.27776e+11
"281","코스피","010780","아이에스동서","비금속광물",37300,850,1152294203800
"282","코스피","010040","한국내화","비금속광물",5470,110,125064067040
"283","코스피","008870","금비","비금속광물",68100,-400,6.81e+10
"284","코스피","007210","벽산","비금속광물",2375,50,1.6283e+11
"285","코스피","006390","한일현대시멘트","비금속광물",33000,900,555102570000
"286","코스피","005750","대림B&Co","비금속광물",4520,30,75358524800
"287","코스피","005090","삼광글라스","비금속광물",38200,-50,185438767600
"288","코스피","004985","성신양회우","비금속광물",11600,300,8533482000
"289","코스피","004980","성신양회","비금속광물",8950,10,219418853350
"290","코스피","004090","한국석유","비금속광물",110500,1500,72399600000
"291","코스피","003415","쌍용양회우","비금속광물",6410,80,9895020850
"292","코스피","003410","쌍용양회","비금속광물",6080,0,3063466337600
"293","코스피","000910","유니온","비금속광물",5900,30,92108552100
"294","코스피","001940","KISCO홀딩스","철강금속",13700,50,253126406000
"295","코스피","155660","DSR","철강금속",5490,705,8.784e+10
"296","코스피","002690","동일제강","철강금속",2885,5,4.3275e+10
"297","코스피","133820","화인베스틸","철강금속",3640,35,1.07562e+11
"298","코스피","019440","세아특수강","철강금속",14900,50,1.27693e+11
"299","코스피","012160","영흥철강","철강금속",1320,15,113290991880
"300","코스피","026940","부국철강","철강금속",3670,120,7.34e+10
"301","코스피","001780","알루코","철강금속",2945,15,219473480390
"302","코스피","004890","동일산업","철강금속",64200,2600,155698803000
"303","코스피","069730","DSR제강","철강금속",5010,400,7.2144e+10
"304","코스피","069460","대호에이엘","철강금속",3600,-10,97685420400
"305","코스피","014285","금강공업우","철강금속",10800,-150,6370650000
"306","코스피","014280","금강공업","철강금속",4385,-35,106467010700
"307","코스피","025820","이구산업","철강금속",2200,65,73572400000
"308","코스피","024090","디씨엠","철강금속",12300,-150,1.4391e+11
"309","코스피","018470","조일알미늄","철강금속",912,1,63475200000
"310","코스피","016385","동부제철우","철강금속",37800,-450,6053896800
"311","코스피","016380","동부제철","철강금속",7680,-360,209152696320
"312","코스피","012800","대창","철강금속",1425,35,129875211075
"313","코스피","010130","고려아연","철강금속",449000,2000,8.47263e+12
"314","코스피","008420","문배철강","철강금속",3035,35,62228137675
"315","코스피","008355","남선알미우","철강금속",42250,850,13008352500
"316","코스피","008350","남선알미늄","철강금속",4310,160,474871877900
"317","코스피","008260","NI스틸","철강금속",2785,-40,79651325845
"318","코스피","007280","한국특수형강","철강금속",1700,-10,55000933000
"319","코스피","006110","삼아알미늄","철강금속",5240,180,5.764e+10
"320","코스피","005490","POSCO","철강금속",234000,-4500,20401719390000
"321","코스피","005010","휴스틸","철강금속",11550,100,88030265400
"322","코스피","004565","현대비앤지스틸우","철강금속",66300,1300,7283187600
"323","코스피","004560","현대비앤지스틸","철강금속",8760,-110,132090384360
"324","코스피","004020","현대제철","철강금속",40100,-550,5351175978500
"325","코스피","002710","TCC스틸","철강금속",2580,-45,57643650000
"326","코스피","002240","고려제강","철강금속",23800,1100,4.76e+11
"327","코스피","002220","한일철강","철강금속",2045,30,45649164850
"328","코스피","001770","신화실업","철강금속",23200,-50,28185169600
"329","코스피","001430","세아베스틸","철강금속",16800,-250,602483599200
"330","코스피","001230","동국제강","철강금속",6380,20,608860862060
"331","코스피","001080","만호제강","철강금속",19100,400,7.9265e+10
"332","코스피","000970","한국주철관","철강금속",9910,30,225952955000
"333","코스피","079550","LIG넥스원","기계",33300,400,7.326e+11
"334","코스피","145210","세화아이엠씨","기계",2990,0,87912180330
"335","코스피","082740","HSD엔진","기계",3850,80,126846496700
"336","코스피","120030","조선선재","기계",82900,700,104259267900
"337","코스피","012600","청호컴넷","기계",4015,30,33631053280
"338","코스피","085310","엔케이","기계",1390,65,111176859280
"339","코스피","092440","기신정기","기계",3985,10,1.16362e+11
"340","코스피","091090","세원셀론텍","기계",3430,50,209198416560
"341","코스피","049800","우진플라임","기계",4850,90,4.85e+10
"342","코스피","017960","한국카본","기계",7900,-100,347289980300
"343","코스피","010820","퍼스텍","기계",2565,60,119951814600
"344","코스피","017370","우신시스템","기계",5900,-70,108052918600
"345","코스피","034020","두산중공업","기계",6310,10,1275546781250
"346","코스피","025890","한국주강","기계",1790,35,20243573610
"347","코스피","018880","한온시스템","기계",11550,-50,6.16539e+12
"348","코스피","017800","현대엘리베이","기계",83700,2500,2273146864200
"349","코스피","017550","수산중공업","기계",1720,30,92854480360
"350","코스피","015590","큐로","기계",890,-14,112325703840
"351","코스피","012205","계양전기우","기계",8740,70,1.2236e+10
"352","코스피","012200","계양전기","기계",3465,10,1.12959e+11
"353","코스피","011700","한신기계","기계",2015,0,65378994265
"354","코스피","010660","화천기계","기계",2380,80,5.236e+10
"355","코스피","009310","참엔지니어링","기계",1360,-30,66898342880
"356","코스피","007460","에이프로젠 KIC","기계",3090,-10,457180035360
"357","코스피","006570","대림통상","기계",4300,-50,65467500000
"358","코스피","004450","삼화왕관","기계",45900,-50,98885996100
"359","코스피","004380","삼익THK","기계",11250,100,2.3625e+11
"360","코스피","002900","동양물산","기계",1710,5,111815019000
"361","코스피","000850","화천기공","기계",42000,300,9.24e+10
"362","코스피","192650","드림텍","전기전자",11000,0,630643200000
"363","코스피","00806K","대덕전자1우","전기전자",6600,40,21831981600
"364","코스피","298040","효성중공업","전기전자",34100,100,317967086800
"365","코스피","007340","디티알오토모티브","전기전자",33900,800,338796769500
"366","코스피","000300","대유플러스","전기전자",920,18,96213732480
"367","코스피","004870","티웨이홀딩스","전기전자",2115,15,159549411510
"368","코스피","195870","해성디에스","전기전자",15450,350,2.6265e+11
"369","코스피","00781K","코리아써키트2우B","전기전자",4675,200,3663792825
"370","코스피","020150","일진머티리얼즈","전기전자",36950,450,1703795353250
"371","코스피","000995","DB하이텍1우","전기전자",44400,400,4986830400
"372","코스피","000990","DB하이텍","전기전자",15150,550,672638608200
"373","코스피","011930","신성이엔지","전기전자",1175,10,204118023725
"374","코스피","011070","LG이노텍","전기전자",94200,-600,2229441479400
"375","코스피","009450","경동나비엔","전기전자",44500,-50,566908195000
"376","코스피","092220","KEC","전기전자",1160,25,130443880360
"377","코스피","020760","일진디스플","전기전자",4890,395,138457611600
"378","코스피","034220","LG디스플레이","전기전자",16650,-200,5957631405000
"379","코스피","007660","이수페타시스","전기전자",4915,45,202834176170
"380","코스피","033180","필룩스","전기전자",6410,-130,408198043220
"381","코스피","033240","자화전자","전기전자",12400,50,2.2196e+11
"382","코스피","026890","디피씨","전기전자",6150,180,256320776250
"383","코스피","025540","한국단자","전기전자",63500,-800,661352500000
"384","코스피","019490","하이트론","전기전자",4305,5,23809814175
"385","코스피","019180","티에이치엔","전기전자",3750,5,6.75e+10
"386","코스피","017900","광전자","전기전자",2500,-30,144859407500
"387","코스피","017040","광명전기","전기전자",2485,15,107693973275
"388","코스피","015260","에이엔피","전기전자",455,17,37667114940
"389","코스피","014915","성문전자우","전기전자",14500,100,8.7e+09
"390","코스피","014910","성문전자","전기전자",2720,35,53004251040
"391","코스피","011690","유양디앤유","전기전자",7580,-20,440922543580
"392","코스피","011230","삼화전자","전기전자",2930,45,30641764200
"393","코스피","010120","LS산전","전기전자",49000,-150,1.47e+12
"394","코스피","009470","삼화전기","전기전자",17650,150,116733923000
"395","코스피","008700","아남전자","전기전자",3130,-20,241400686600
"396","코스피","008110","대동전자","전기전자",4065,5,42643667055
"397","코스피","008060","대덕전자","전기전자",12350,100,963386104200
"398","코스피","007815","코리아써우","전기전자",2760,50,8182544400
"399","코스피","007810","코리아써키트","전기전자",5600,360,132276205600
"400","코스피","007630","폴루스바이오팜","전기전자",2210,-15,84923508670
"401","코스피","007610","선도전기","전기전자",3595,55,6.471e+10
"402","코스피","006405","삼성SDI우","전기전자",89200,2200,144316323200
"403","코스피","006400","삼성SDI","전기전자",230000,5000,15815841900000
"404","코스피","006345","대원전선우","전기전자",3285,10,8610642000
"405","코스피","006340","대원전선","전기전자",1295,30,88198786445
"406","코스피","005935","삼성전자우","전기전자",36250,200,29829642875000
"407","코스피","005930","삼성전자","전기전자",44200,300,263864388710000
"408","코스피","005870","휴니드","전기전자",8230,-110,116174803450
"409","코스피","005680","삼영전자","전기전자",11600,50,2.32e+11
"410","코스피","004770","써니전자","전기전자",3290,90,98622619200
"411","코스피","004710","한솔테크닉스","전기전자",7850,1130,173562542300
"412","코스피","004490","세방전지","전기전자",41850,-200,5.859e+11
"413","코스피","001820","삼화콘덴서","전기전자",54200,-600,5.63409e+11
"414","코스피","001440","대한전선","전기전자",778,2,666336001002
"415","코스피","001210","금호전기","전기전자",3440,55,34183899200
"416","코스피","145720","덴티움","의료정밀",71400,800,790314462000
"417","코스피","105840","우진","의료정밀",6100,360,113448239200
"418","코스피","025560","미래산업","의료정밀",151,3,95857578400
"419","코스피","003160","디아이","의료정밀",3995,115,125829656075
"420","코스피","010770","평화홀딩스","운수장비",4140,90,60549429240
"421","코스피","092780","동양피스톤","운수장비",5190,90,68344307400
"422","코스피","143210","핸즈코퍼레이션","운수장비",6460,130,141236711280
"423","코스피","016740","두올","운수장비",3325,65,89996711000
"424","코스피","012450","한화에어로스페이스","운수장비",31400,0,1.618984e+12
"425","코스피","214330","금호에이치티","운수장비",5540,-140,127562466640
"426","코스피","009320","대우부품","운수장비",2270,55,108157271250
"427","코스피","001380","SG충방","운수장비",2025,20,91052389575
"428","코스피","013870","지엠비코리아","운수장비",7820,450,149145229600
"429","코스피","011210","현대위아","운수장비",42650,1800,1159870289950
"430","코스피","123700","SJM","운수장비",3465,15,54070971570
"431","코스피","092200","디아이씨","운수장비",3265,5,78312229785
"432","코스피","001420","태원물산","운수장비",4935,50,3.7506e+10
"433","코스피","090080","평화산업","운수장비",1525,15,57040862100
"434","코스피","002880","대유에이텍","운수장비",1115,15,119211325505
"435","코스피","033250","체시스","운수장비",2845,280,6.828e+10
"436","코스피","024900","덕양산업","운수장비",1420,40,46242271600
"437","코스피","018500","동원금속","운수장비",812,7,37965005596
"438","코스피","015230","대창단조","운수장비",40450,-200,8.09e+10
"439","코스피","012330","현대모비스","운수장비",220000,-500,20967472680000
"440","코스피","012280","영화금속","운수장비",1405,25,63858663430
"441","코스피","010690","화신","운수장비",2975,35,103888219750
"442","코스피","010620","현대미포조선","운수장비",49750,150,1987121912750
"443","코스피","010580","지코","운수장비",821,1,43878665190
"444","코스피","010145","삼성중공우","운수장비",62000,-200,7120390000
